18961001T12:00:00:00.999Z,8
18961101T12:00:00:00.999Z,4.7
18961201T12:00:00:00.999Z,4.2
18970101T12:00:00:00.999Z,2.05
18970201T12:00:00:00.999Z,6.45
18970301T12:00:00:00.999Z,7.35
18970401T12:00:00:00.999Z,7.85
18970501T12:00:00:00.999Z,10.7
18970601T12:00:00:00.999Z,15.9
18970701T12:00:00:00.999Z,17.35
18970801T12:00:00:00.999Z,16.5
18970901T12:00:00:00.999Z,12.8
18971001T12:00:00:00.999Z,10.25
18971101T12:00:00:00.999Z,7.25
18971201T12:00:00:00.999Z,4.75
18980101T12:00:00:00.999Z,6.4
18980201T12:00:00:00.999Z,5.25
18980301T12:00:00:00.999Z,4.55
18980401T12:00:00:00.999Z,8.65
18980501T12:00:00:00.999Z,10.8
18980601T12:00:00:00.999Z,14.15
18980701T12:00:00:00.999Z,16.2
18980801T12:00:00:00.999Z,17.45
18980901T12:00:00:00.999Z,16.1
18981001T12:00:00:00.999Z,11.5
18981101T12:00:00:00.999Z,7.55
18981201T12:00:00:00.999Z,7.6
18990101T12:00:00:00.999Z,5.7
18990201T12:00:00:00.999Z,5.8
18990301T12:00:00:00.999Z,5.5
18990401T12:00:00:00.999Z,8.65
18990501T12:00:00:00.999Z,10.8
18990601T12:00:00:00.999Z,16.15
18990701T12:00:00:00.999Z,18.55
18990801T12:00:00:00.999Z,18.6
18990901T12:00:00:00.999Z,14.45
18991001T12:00:00:00.999Z,9.4
18991101T12:00:00:00.999Z,8.35
18991201T12:00:00:00.999Z,2.6
19000101T12:00:00:00.999Z,4.65
19000201T12:00:00:00.999Z,3.35
19000301T12:00:00:00.999Z,4.05
19000401T12:00:00:00.999Z,8.8
19000501T12:00:00:00.999Z,10.75
19000601T12:00:00:00.999Z,15.05
19000701T12:00:00:00.999Z,18.85
19000801T12:00:00:00.999Z,15.95
19000901T12:00:00:00.999Z,14.4
19001001T12:00:00:00.999Z,10.45
19001101T12:00:00:00.999Z,7.85
19001201T12:00:00:00.999Z,7.6
19010101T12:00:00:00.999Z,3.5
19010201T12:00:00:00.999Z,2.5
19010301T12:00:00:00.999Z,4.4
19010401T12:00:00:00.999Z,9.15
19010501T12:00:00:00.999Z,11.8
19010601T12:00:00:00.999Z,14.6
19010701T12:00:00:00.999Z,18.5
19010801T12:00:00:00.999Z,16.45
19010901T12:00:00:00.999Z,14.25
19011001T12:00:00:00.999Z,10.15
19011101T12:00:00:00.999Z,4.9
19011201T12:00:00:00.999Z,3.65
