19671001,11.5
19671101,5.95
19671201,4.55
19680101,4.65
19680201,2.4
19680301,7.2
19680401,8.7
19680501,10.6
19680601,15.65
19680701,15.85
19680801,15.85
19680901,14.55
19681001,13.2
19681101,6.75
19681201,3.1
19690101,6.1
19690201,2.55
19690301,4.2
19690401,8.4
19690501,12.35
19690601,14.7
19690701,18.15
19690801,17.25
19690901,14.25
19691001,13.3
19691101,6.1
19691201,3.6
19700101,4.25
19700201,3.6
19700301,4.1
19700401,7.55
19700501,13.75
19700601,17
19700701,16.15
19700801,16.6
19700901,15.3
19701001,11.2
19701101,8.5
19701201,4.25
19710101,4.85
19710201,4.7
19710301,5.45
19710401,8.15
19710501,12.35
19710601,13.05
19710701,18.15
19710801,16.5
19710901,14.65
19711001,11.6
19711101,6.4
19711201,6.65
19720101,4.2
19720201,4.75
19720301,7.3
19720401,8.8
19720501,11.25
19720601,12.7
19720701,16.4
19720801,16.15
19720901,12.4
19721001,11.1
19721101,6.65
19721201,6.1
19730101,4.45
19730201,4.5
19730301,6.55
19730401,8.15
19730501,12.15
19730601,15.9
19730701,16.5
19730801,17.65
19730901,15.35
19731001,9.15
19731101,6.5
19731201,5.3
19740101,6.45
19740201,5.9
19740301,5.85
19740401,8.4
19740501,11.45
19740601,14.6
19740701,16.15
19740801,15.95
19740901,12.8
19741001,7.95
19741101,7.55
19741201,8.25
19750101,7.2
19750201,4.85
19750301,5.15
19750401,9.05
19750501,10.35
19750601,15.45
19750701,18.6
19750801,19.6
19750901,14.3
19751001,10.35
19751101,6.15
19751201,4.6
19760101,5.95
19760201,4.9
19760301,5.35
19760401,8.5
19760501,13.05
19760601,18.5
19760701,19.55
19760801,17.9
19760901,14.3
19761001,11.2
19761101,6.3
19761201,2.5
19770101,3.05
19770201,6.1
19770301,7.4
19770401,7.7
19770501,10.9
19770601,12.6
19770701,16.5
19770801,15.95
19770901,13.95
19771001,11.85
19771101,6.7
19771201,6.4
19780101,3.45
19780201,2.95
19780301,7.05
19780401,6.75
19780501,12.05
19780601,14.35
19780701,15.75
19780801,15.8
19780901,14.85
19781001,12.15
19781101,8.55
19781201,4.65
19790101,3.15
19790201,2.35
19790301,5.25
19790401,8.55
19790501,11
19790601,14.85
19790701,17.75
19790801,16
19790901,14.1
19791001,11.75
19791101,7.2
19791201,6.35
19800101,2.8
19800201,6.35
19800301,5.4
19800401,9.3
19800501,11.45
19800601,14.85
19800701,15.45
19800801,17
19800901,15.7
19801001,9.5
19801101,6.75
19801201,5.7
19810101,4.85
19810201,3.2
19810301,8.75
19810401,8.2
19810501,11.95
19810601,14.25
19810701,16.8
19810801,17.45
19810901,15.4
19811001,9
19811101,7.85
19811201,2.8
19820101,2.8
19820201,5.3
19820301,6.6
19820401,9.35
19820501,12.35
19820601,17
19820701,17.4
19820801,17.05
19820901,15.35
19821001,10.7
19821101,8.45
19821201,4.8
19830101,7.25
19830201,2.75
19830301,6.8
19830401,7.75
19830501,11.3
19830601,15.3
19830701,21.1
19830801,18.4
19830901,14.55
19831001,11
19831101,7.8
19831201,5.95
19840101,4.5
19840201,3.7
19840301,5.3
19840401,8.65
19840501,10.25
19840601,15.8
19840701,18.05
19840801,18.6
19840901,14.55
19841001,11.8
19841101,8.65
19841201,5.5
19850101,2.9
19850201,3.15
19850301,5.15
19850401,9.1
19850501,11.5
19850601,13.25
19850701,17.15
19850801,15.55
19850901,15.3
19851001,11.2
19851101,4.55
19851201,7.25
19860101,3.9
19860201,2.55
19860301,5.65
19860401,6.65
19860501,11.85
19860601,15.55
19860701,17.15
19860801,14.7
19860901,12.05
19861001,11.55
19861101,8.4
19861201,6.5
19870101,2.2
19870201,4.05
19870301,4.85
19870401,10.9
19870501,10.85
19870601,14.1
19870701,16.95
19870801,16.75
19870901,14.75
19871001,10.35
19871101,6.65
19871201,5.85
19880101,5.7
19880201,5.2
19880301,7
19880401,8.6
19880501,12.45
19880601,14.5
19880701,15.25
19880801,16.15
19880901,14.15
19881001,11.25
19881101,5.35
19881201,7.75
19890101,6.35
19890201,6.45
19890301,8.3
19890401,7.3
19890501,14.15
19890601,15.65
19890701,19.45
19890801,17.9
19890901,15.9
19891001,12.4
19891101,6.5
19891201,5.75
19900101,7.25
19900201,8.3
19900301,8.85
19900401,8.5
19900501,13.5
19900601,14.45
19900701,18
19900801,19.35
19900901,14.05
19901001,12.55
19901101,7.05
19901201,4.3
19910101,3.8
19910201,3.15
19910301,8.3
19910401,8.4
19910501,11.35
19910601,12.9
19910701,17.95
19910801,18.25
19910901,15.4
19911001,10.35
19911101,7.2
19911201,4.3
19920101,3.7
19920201,5.5
19920301,7.9
19920401,9.4
19920501,14.4
19920601,16.55
19920701,17.3
19920801,16.55
19920901,14.2
19921001,8.2
19921101,7.8
19921201,3.85
19930101,6.55
19930201,4.75
19930301,7.45
19930401,9.9
19930501,12.3
19930601,16.1
19930701,16.55
19930801,15.8
19930901,13
19931001,8.95
19931101,5.3
19931201,6.05
19940101,5.9
19940201,4
19940301,8.5
19940401,8.8
19940501,11.45
19940601,15.8
19940701,19.3
19940801,17.05
19940901,13.5
19941001,10.5
19941101,10.55
19941201,6.75
19950101,5.35
19950201,7.4
19950301,6.25
19950401,9.85
19950501,12.8
19950601,15.2
19950701,19.5
19950801,20.15
19950901,14.3
19951001,13.8
19951101,8.25
19951201,2.4
19960101,4.85
19960201,3.15
19960301,5.1
19960401,9.3
19960501,9.85
19960601,15.7
19960701,18
19960801,17.45
19960901,14.35
19961001,12.2
19961101,6.25
19961201,3.2
19970101,2.65
19970201,7.3
19970301,9.4
19970401,9.7
19970501,12.4
19970601,15.1
19970701,17.85
19970801,20.3
19970901,15.2
19971001,10.75
19971101,8.9
19971201,6.3
19980101,5.6
19980201,7.8
19980301,8.6
19980401,8.5
19980501,13.9
19980601,15.3
19980701,16.7
19980801,17.15
19980901,15.7
19981001,11.3
19981101,5.75
19981201,6.3
19990101,6.2
19990201,5.75
19990301,8.2
19990401,10.2
19990501,13.95
19990601,14.9
19990701,18.75
19990801,17.25
19990901,16.6
19991001,11.1
19991101,8.05
19991201,5
20000101,5.05
20000201,7
20000301,7.95
20000401,8.6
20000501,12.9
20000601,16.35
